Date,Open,High,Low,Close,Adj Close,Volume,ticker
2021-09-10,451.0400085449219,451.489990234375,445.30999755859375,445.44000244140625,445.44000244140625,89848000,SPY
2021-09-13,448.6400146484375,448.9110107421875,444.1099853515625,446.5799865722656,446.5799865722656,81997825,SPY
2021-09-10,298.4200134277344,299.9200134277344,295.3800048828125,295.7099914550781,295.7099914550781,19619400,MSFT
2021-09-13,297.54998779296875,298.5299987792969,294.0799865722656,296.989990234375,296.989990234375,22394479,MSFT
